ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000103,6315825307,3374641051833906,Yuni Purnomo,yuni.purnomo4024@gmail.com,088212029487,Islam,"Jl. Raya Utama No.116, RT 19/RW 05, Semarang, Jawa Tengah",Perempuan,"Semarang, 09/03/2004",2023,MA Negeri 15 Semarang
CM000104,4715845435,1801102221482339,Rina Putranto,rina.putranto7831@gmail.com,082322606409,Islam,"Jl. MT. Haryono No.14, RT 12/RW 06, Lampung Selatan, Lampung",Perempuan,"Lampung Selatan, 08/12/2006",2024,SMA Swasta 19 Lampung Selatan
CM000105,3637288110,3673090788514694,Oki Prasetyo,oki.prasetyo7612@gmail.com,082232015164,Islam,"Jl. Sisingamangaraja No.60, RT 19/RW 02, Serang, Banten",Laki-laki,"Serang, 14/05/2007",2020,SMA Swasta 11 Serang
CM000106,9262587188,1172923873628608,Dina Sinaga,dina.sinaga4355@gmail.com,087863157399,Islam,"Jl. Sultan Agung No.152, RT 07/RW 05, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 16/08/2004",2023,SMK Negeri 16 Lhokseumawe
CM000107,1078427204,1373814681903096,Agus Sudirman,agus.sudirman3888@gmail.com,083199961432,Islam,"Jl. Merdeka No.84, RT 11/RW 10, Solok, Sumatera Barat",Laki-laki,"Solok, 10/01/2004",2023,SMKN 22 Solok
CM000108,9805589737,5108090213494995,Clara Nugraha,clara.nugraha748@gmail.com,082231198997,Islam,"Jl. Pemuda No.95, RT 19/RW 05, Karangasem, Bali",Perempuan,"Karangasem, 25/02/2005",2024,SMAN Insan Kamil Karangasem
CM000109,6460096222,5171170648450336,Intan Lubis,intan.lubis3405@gmail.com,089953155310,Islam,"Jl. Brigjen Katamso No.10, RT 09/RW 06, Denpasar, Bali",Perempuan,"Denpasar, 05/03/2005",2022,SMAN 15 Denpasar
CM000110,3943221467,7173132598493240,Budi Rasyid,budi.rasyid5983@gmail.com,085353690254,Islam,"Jl. Panglima Besar No.90, RT 08/RW 01, Tomohon, Sulawesi Utara",Laki-laki,"Tomohon, 10/12/2006",2023,SMK Negeri Islam Terpadu Tomohon
CM000111,0575552898,7174633360046898,Danang Prasetyo,danang.prasetyo3440@gmail.com,088194535206,Islam,"Jl. Imam Bonjol No.117, RT 20/RW 09, Kotamobagu, Sulawesi Utara",Laki-laki,"Kotamobagu, 14/11/2005",2023,SMAN 14 Kotamobagu
CM000112,0008691632,3674477500051075,Zainal Halim,zainal.halim7071@gmail.com,088273759815,Islam,"Jl. Pemuda No.113, RT 05/RW 05, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 18/02/2006",2024,SMK Swasta 13 Tangerang Selatan
CM000113,2200272386,5171665417977784,Putra Kurniasih,putra.kurniasih6681@gmail.com,089730681537,Islam,"Jl. MT. Haryono No.23, RT 04/RW 10, Denpasar, Bali",Laki-laki,"Denpasar, 21/06/2005",2022,SMA Swasta 3 Denpasar
CM000114,2745996757,3575141868074014,Chandra Suharto,chandra.suharto4218@gmail.com,085254779673,Islam,"Jl. Sudirman No.124, RT 12/RW 02, Madiun, Jawa Timur",Laki-laki,"Madiun, 05/11/2006",2024,SMA Negeri 17 Madiun
CM000115,9759638273,1373444089491632,Lukman Hartono,lukman.hartono7143@gmail.com,081286238688,Islam,"Jl. Sisingamangaraja No.166, RT 03/RW 10, Solok, Sumatera Barat",Laki-laki,"Solok, 15/07/2007",2020,SMAN Insan Kamil Solok
CM000116,4149137449,3673785455109736,Eka Anggraini,eka.anggraini8505@gmail.com,089773715303,Islam,"Jl. Panglima Besar No.47, RT 07/RW 10, Serang, Banten",Perempuan,"Serang, 12/09/2006",2024,SMK Negeri 18 Serang
CM000117,7118731174,1275639038836492,Muhammad Nugraha,muhammad.nugraha9630@gmail.com,089903189548,Islam,"Jl. Pahlawan No.117, RT 05/RW 09, Medan, Sumatera Utara",Laki-laki,"Medan, 25/12/2005",2024,MA Swasta 11 Medan
CM000118,8018955797,9471825053980173,Hafiz Sihombing,hafiz.sihombing1287@gmail.com,081731925474,Islam,"Jl. MT. Haryono No.133, RT 17/RW 02, Jayapura, Papua",Laki-laki,"Jayapura, 05/08/2004",2022,SMK Swasta 19 Jayapura
CM000119,6577664969,1871882654886634,Andika Susanto,andika.susanto3510@gmail.com,087791096690,Islam,"Jl. Pahlawan No.139, RT 04/RW 07, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 19/07/2005",2024,SMAN Plus Bandar Lampung
CM000120,0753857361,1174367665370088,Rahma Ibrahim,rahma.ibrahim9261@gmail.com,081368489142,Islam,"Jl. Merdeka No.152, RT 13/RW 01, Langsa, Aceh",Perempuan,"Langsa, 05/09/2008",2025,SMA Swasta Plus Langsa
CM000121,8456889686,6402696076291229,Danang Santoso,danang.santoso3730@gmail.com,089779473604,Islam,"Jl. Pahlawan No.78, RT 04/RW 08, Kutai Kartanegara, Kalimantan Timur",Laki-laki,"Kutai Kartanegara, 21/10/2003",2022,SMAN 12 Kutai Kartanegara
CM000122,2540545465,5201329617591503,Hafiz Ardiansyah,hafiz.ardiansyah2683@gmail.com,085337008645,Islam,"Jl. Soekarno Hatta No.23, RT 15/RW 06, Lombok Barat, Nusa Tenggara Barat",Laki-laki,"Lombok Barat, 11/03/2007",2025,SMK Negeri 11 Lombok Barat
CM000123,6393589181,3402628707828585,Gracia Puspitasari,gracia.puspitasari9131@gmail.com,081874214090,Kristen,"Jl. Raya Utama No.155, RT 11/RW 06, Bantul, DI Yogyakarta",Perempuan,"Bantul, 04/12/2004",2023,MA Swasta 10 Bantul
CM000124,1974155775,1275583779070484,Surya Santoso,surya.santoso1220@gmail.com,085618492418,Islam,"Jl. Brigjen Katamso No.126, RT 16/RW 04, Medan, Sumatera Utara",Laki-laki,"Medan, 17/12/2007",2024,SMKN 24 Medan
CM000125,1773555371,8172626949898042,Joko Suharto,joko.suharto8831@gmail.com,083838210910,Islam,"Jl. Merdeka No.59, RT 03/RW 10, Tual, Maluku",Laki-laki,"Tual, 03/09/2004",2022,MA Swasta Muhammadiyah Tual
CM000126,4234787698,7172151079244657,Elsa Ramadhan,elsa.ramadhan8197@gmail.com,088131930796,Islam,"Jl. Imam Bonjol No.176, RT 16/RW 09, Bitung, Sulawesi Utara",Perempuan,"Bitung, 14/03/2007",2025,SMK Swasta 6 Bitung
CM000127,4869030707,1172416671945008,Rina Rahayu,rina.rahayu7570@gmail.com,081231095179,Islam,"Jl. MT. Haryono No.119, RT 17/RW 09, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 03/07/2006",2023,MA Negeri Al-Azhar Lhokseumawe
CM000128,2816759420,5102465217638930,Danang Wahyudi,danang.wahyudi3603@gmail.com,082138404274,Islam,"Jl. Sisingamangaraja No.172, RT 03/RW 07, Badung, Bali",Laki-laki,"Badung, 16/09/2007",2025,MA Swasta 25 Badung
CM000129,0032351298,1172834683266635,Vino Adiputra,vino.adiputra5722@gmail.com,083172558686,Islam,"Jl. RE. Martadinata No.112, RT 12/RW 08, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 27/01/2005",2024,SMAN 14 Lhokseumawe
CM000130,6865016842,8101936421575453,Xena Prasetyo,xena.prasetyo2307@gmail.com,087851117944,Islam,"Jl. Merdeka No.31, RT 02/RW 04, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 28/10/2004",2023,SMA Swasta Harapan Bangsa Maluku Tengah
CM000131,7990716316,8172175383168666,Sandi Septiani,sandi.septiani8989@gmail.com,085789132901,Islam,"Jl. Diponegoro No.85, RT 04/RW 05, Tual, Maluku",Laki-laki,"Tual, 11/06/2006",2024,SMK Swasta 13 Tual
CM000132,1375784214,1375898934156433,Julia Safitri,julia.safitri7735@gmail.com,081354800816,Islam,"Jl. MT. Haryono No.173, RT 03/RW 04, Pariaman, Sumatera Barat",Perempuan,"Pariaman, 16/08/2006",2025,MA Negeri Harapan Bangsa Pariaman
CM000133,7534015931,3671320282085938,Krisna Puspitasari,krisna.puspitasari9919@gmail.com,081634383941,Islam,"Jl. Sultan Agung No.150, RT 01/RW 03, Tangerang, Banten",Laki-laki,"Tangerang, 03/11/2005",2022,SMA Negeri 19 Tangerang
CM000134,8562222560,3171923209241962,Surya Handayani,surya.handayani660@gmail.com,081234735607,Islam,"Jl. Sisingamangaraja No.68, RT 16/RW 04, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 11/04/2007",2024,SMAN Unggulan Jakarta Pusat
CM000135,9931690699,3371987104234774,Elsa Ramadhani,elsa.ramadhani3749@gmail.com,081910400188,Islam,"Jl. Panglima Besar No.16, RT 19/RW 06, Magelang, Jawa Tengah",Perempuan,"Magelang, 04/10/2006",2025,MAN Al-Azhar Magelang
CM000136,1680287485,6471630091043393,Rahma Santoso,rahma.santoso6841@gmail.com,081774175336,Kristen,"Jl. Hayam Wuruk No.180, RT 06/RW 06, Samarinda, Kalimantan Timur",Perempuan,"Samarinda, 02/08/2005",2024,MA Swasta Nusantara Samarinda
CM000137,1089048803,1172452160463534,Jefri Mulyadi,jefri.mulyadi353@gmail.com,089616520891,Islam,"Jl. Sudirman No.61, RT 18/RW 09, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 15/09/2005",2024,MA Swasta Pembangunan Lhokseumawe
CM000138,1706891156,7174132657324597,Fani Maulana,fani.maulana1881@gmail.com,081109208011,Islam,"Jl. Veteran No.89, RT 05/RW 07, Kotamobagu, Sulawesi Utara",Perempuan,"Kotamobagu, 05/04/2005",2024,SMA Swasta 10 Kotamobagu
CM000139,2576230318,3319806068161181,Randy Lubis,randy.lubis1337@gmail.com,082120859633,Buddha,"Jl. Diponegoro No.81, RT 01/RW 10, Kudus, Jawa Tengah",Laki-laki,"Kudus, 22/09/2006",2023,MA Swasta 8 Kudus
CM000140,0779487121,3172219590835011,Tri Rasyid,tri.rasyid825@gmail.com,085870148024,Islam,"Jl. Merdeka No.179, RT 03/RW 04, Jakarta Utara, DKI Jakarta",Laki-laki,"Jakarta Utara, 05/09/2008",2025,SMAN 14 Jakarta Utara
CM000141,3854419886,7173996555228284,Hesty Sudirman,hesty.sudirman5444@gmail.com,081313207816,Islam,"Jl. Pahlawan No.30, RT 10/RW 06, Tomohon, Sulawesi Utara",Perempuan,"Tomohon, 15/09/2005",2023,MAN 20 Tomohon
CM000142,1123303590,6472951122973920,Nurul Handayani,nurul.handayani9248@gmail.com,085686281493,Islam,"Jl. Imam Bonjol No.59, RT 09/RW 04, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 25/05/2003",2022,SMKN Diponegoro Balikpapan
CM000143,1133989704,9271918103672526,Umar Mulyadi,umar.mulyadi5933@gmail.com,081698726854,Islam,"Jl. Gatot Subroto No.52, RT 12/RW 03, Sorong, Papua",Laki-laki,"Sorong, 28/04/2007",2020,MA Negeri Pancasila Sorong
CM000144,7904878622,3371285652225860,Annisa Permana,annisa.permana1261@gmail.com,085852376008,Katolik,"Jl. Raya Utama No.157, RT 09/RW 02, Magelang, Jawa Tengah",Perempuan,"Magelang, 09/09/2006",2023,SMKN 17 Magelang
CM000145,7683423286,9271037805209755,Binar Yulianto,binar.yulianto6743@gmail.com,087712621596,Islam,"Jl. Cut Nyak Dien No.162, RT 08/RW 02, Sorong, Papua",Perempuan,"Sorong, 07/11/2007",2025,SMAN Gajah Mada Sorong
CM000146,9632589769,1471363436256257,Ilham Permana,ilham.permana987@gmail.com,085277483525,Islam,"Jl. Gatot Subroto No.63, RT 16/RW 04, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 20/09/2006",2023,SMAN 20 Pekanbaru
CM000147,1554429511,1374261417921795,Olivia Safitri,olivia.safitri5237@gmail.com,085219568930,Islam,"Jl. Tentara Pelajar No.57, RT 13/RW 10, Payakumbuh, Sumatera Barat",Perempuan,"Payakumbuh, 25/09/2003",2022,SMA Swasta Cendekia Payakumbuh
CM000148,9672894411,1402625488054874,Wulan Oktavia,wulan.oktavia8096@gmail.com,082324828210,Islam,"Jl. MT. Haryono No.172, RT 05/RW 04, Bengkalis, Riau",Perempuan,"Bengkalis, 11/01/2003",2022,SMAN 24 Bengkalis
CM000149,2639321338,8172318477373798,Ragil Permana,ragil.permana4969@gmail.com,088247584927,Islam,"Jl. Cut Nyak Dien No.141, RT 05/RW 10, Tual, Maluku",Laki-laki,"Tual, 08/07/2005",2024,SMK Negeri 13 Tual
CM000150,5285664109,1274164294801739,Tiara Andriani,tiara.andriani8970@gmail.com,082137581928,Islam,"Jl. Hayam Wuruk No.1, RT 04/RW 07, Tebing Tinggi, Sumatera Utara",Perempuan,"Tebing Tinggi, 01/07/2007",2025,SMKN Budi Utomo Tebing Tinggi
CM000151,1997733739,3175117798362459,Rizky Manurung,rizky.manurung9125@gmail.com,081631396123,Islam,"Jl. Teuku Umar No.149, RT 01/RW 08, Jakarta Timur, DKI Jakarta",Laki-laki,"Jakarta Timur, 06/04/2005",2023,SMAN Terpadu Jakarta Timur
CM000152,8738452193,3402903284999688,Hadi Sihombing,hadi.sihombing3954@gmail.com,081327736580,Islam,"Jl. Ahmad Yani No.147, RT 16/RW 07, Bantul, DI Yogyakarta",Laki-laki,"Bantul, 20/06/2006",2024,MA Negeri Ahmad Dahlan Bantul
CM000153,5421826450,9407868844285328,Hendra Safitri,hendra.safitri8117@gmail.com,085393213295,Kristen,"Jl. RE. Martadinata No.157, RT 02/RW 10, Mimika, Papua",Laki-laki,"Mimika, 01/04/2008",2025,SMA Negeri Cendekia Mimika
CM000154,4590231473,3403996044503471,Galih Kusuma,galih.kusuma4922@gmail.com,081453382192,Islam,"Jl. Tentara Pelajar No.16, RT 10/RW 04, Gunung Kidul, DI Yogyakarta",Laki-laki,"Gunung Kidul, 22/01/2006",2023,SMA Negeri Al-Azhar Gunung Kidul
CM000155,9757860664,1373849473933913,Nurul Sihombing,nurul.sihombing3030@gmail.com,085811815094,Islam,"Jl. Raya Utama No.86, RT 14/RW 10, Solok, Sumatera Barat",Perempuan,"Solok, 11/06/2007",2025,SMA Negeri 14 Solok
CM000156,2366870708,3672296361685427,Zaki Saputra,zaki.saputra6629@gmail.com,082146810126,Islam,"Jl. Diponegoro No.77, RT 05/RW 02, Cilegon, Banten",Laki-laki,"Cilegon, 14/12/2008",2025,MA Negeri Terpadu Cilegon
CM000157,6231156893,6472107891937968,Bayu Mahendra,bayu.mahendra1070@gmail.com,081437845481,Islam,"Jl. Pahlawan No.61, RT 14/RW 06, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 14/10/2007",2024,SMAN Insan Kamil Balikpapan
CM000158,4138544833,7372898752867011,Agus Maulana,agus.maulana4263@gmail.com,081702179712,Islam,"Jl. MT. Haryono No.7, RT 03/RW 06, Parepare, Sulawesi Selatan",Laki-laki,"Parepare, 08/06/2006",2023,MA Negeri 8 Parepare
CM000159,4360138791,3572509415454099,Bella Sinaga,bella.sinaga6974@gmail.com,083131391382,Islam,"Jl. Sisingamangaraja No.15, RT 17/RW 01, Blitar, Jawa Timur",Perempuan,"Blitar, 21/11/2007",2025,MAN Cendekia Blitar
CM000160,8508012738,3202462035453815,Chandra Ramadhan,chandra.ramadhan152@gmail.com,089994549338,Islam,"Jl. Imam Bonjol No.143, RT 20/RW 04, Sukabumi, Jawa Barat",Laki-laki,"Sukabumi, 18/08/2006",2025,SMKN 25 Sukabumi
CM000161,1123095492,5102640096316585,Ilham Gunawan,ilham.gunawan5905@gmail.com,082352384587,Islam,"Jl. Teuku Umar No.137, RT 10/RW 08, Badung, Bali",Laki-laki,"Badung, 14/02/2004",2022,SMA Swasta Insan Kamil Badung
CM000162,3187578728,7373617273091372,Bima Ramadhani,bima.ramadhani2081@gmail.com,088237690982,Kristen,"Jl. Diponegoro No.107, RT 07/RW 10, Palopo, Sulawesi Selatan",Laki-laki,"Palopo, 16/07/2006",2025,SMKN 22 Palopo
CM000163,5469409911,3573863932533962,Priska Wahyuningsih,priska.wahyuningsih832@gmail.com,089635236918,Katolik,"Jl. Gatot Subroto No.105, RT 05/RW 08, Malang, Jawa Timur",Perempuan,"Malang, 27/12/2005",2022,MA Swasta Kartini Malang
CM000164,2435052541,7174969971319955,Anggun Manurung,anggun.manurung6177@gmail.com,081805020666,Islam,"Jl. Ahmad Yani No.13, RT 20/RW 03, Kotamobagu, Sulawesi Utara",Perempuan,"Kotamobagu, 15/02/2008",2025,MA Swasta Nusantara Kotamobagu
CM000165,0722436841,3202925403196038,Vivi Hasan,vivi.hasan5419@gmail.com,081760206969,Islam,"Jl. Pahlawan No.120, RT 18/RW 02, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 16/01/2007",2024,MA Swasta Hasanuddin Sukabumi
CM000166,0747686927,3509726604190838,Adinda Purnomo,adinda.purnomo6790@gmail.com,081336774780,Islam,"Jl. Sultan Agung No.34, RT 20/RW 08, Jember, Jawa Timur",Perempuan,"Jember, 27/11/2006",2025,SMA Swasta Unggulan Jember
CM000167,8713897884,1374021284919245,Teguh Purnomo,teguh.purnomo7644@gmail.com,085599847083,Islam,"Jl. Sudirman No.56, RT 01/RW 03, Payakumbuh, Sumatera Barat",Laki-laki,"Payakumbuh, 16/08/2008",2025,SMAN 8 Payakumbuh
CM000168,1403908406,3376003089002769,Cipto Gunawan,cipto.gunawan1708@gmail.com,082244810512,Islam,"Jl. Pahlawan No.61, RT 16/RW 03, Tegal, Jawa Tengah",Laki-laki,"Tegal, 07/08/2005",2023,SMK Negeri Sudirman Tegal
CM000169,4121153462,5102866393463142,Priska Salim,priska.salim5426@gmail.com,085839529493,Hindu,"Jl. Pahlawan No.71, RT 07/RW 08, Badung, Bali",Perempuan,"Badung, 11/08/2007",2025,SMA Negeri Ahmad Dahlan Badung
CM000170,2861607202,1471890606697940,Maya Wardana,maya.wardana866@gmail.com,087812376386,Islam,"Jl. Brigjen Katamso No.111, RT 07/RW 09, Pekanbaru, Riau",Perempuan,"Pekanbaru, 16/12/2007",2024,SMKN Diponegoro Pekanbaru
CM000171,1390552792,1372867359926962,Okta Gunawan,okta.gunawan6943@gmail.com,085863087163,Islam,"Jl. Pemuda No.15, RT 09/RW 03, Bukittinggi, Sumatera Barat",Perempuan,"Bukittinggi, 18/04/2004",2023,SMKN Sudirman Bukittinggi
CM000172,1197508216,3509587882214179,Oscar Rasyid,oscar.rasyid4845@gmail.com,081515180837,Islam,"Jl. Panglima Besar No.61, RT 17/RW 02, Jember, Jawa Timur",Laki-laki,"Jember, 12/08/2006",2024,MA Swasta Sudirman Jember
CM000173,7843716399,3278457113952027,Udin Mulyadi,udin.mulyadi7270@gmail.com,085842716561,Islam,"Jl. Raya Utama No.194, RT 12/RW 02, Tasikmalaya, Jawa Barat",Laki-laki,"Tasikmalaya, 15/06/2008",2025,MA Negeri Unggulan Tasikmalaya
CM000174,4696368745,7172702636750493,Gilang Sudirman,gilang.sudirman9410@gmail.com,081583622924,Islam,"Jl. Pemuda No.11, RT 03/RW 02, Bitung, Sulawesi Utara",Laki-laki,"Bitung, 18/09/2006",2025,SMA Negeri 11 Bitung
CM000175,2602246075,1174922510355267,Nurul Ramadhan,nurul.ramadhan5696@gmail.com,085580141239,Kristen,"Jl. Pemuda No.49, RT 14/RW 09, Langsa, Aceh",Laki-laki,"Langsa, 18/03/2006",2023,SMA Swasta 17 Langsa
CM000176,7411527453,3374039293624562,Maulana Ramadhani,maulana.ramadhani3254@gmail.com,081592115374,Islam,"Jl. Tentara Pelajar No.165, RT 01/RW 02, Semarang, Jawa Tengah",Laki-laki,"Semarang, 20/06/2006",2025,SMK Swasta 16 Semarang
CM000177,7656046911,1801537959594175,Tiara Salim,tiara.salim6024@gmail.com,083806395639,Islam,"Jl. RE. Martadinata No.198, RT 19/RW 09, Lampung Selatan, Lampung",Perempuan,"Lampung Selatan, 08/06/2007",2025,SMAN 7 Lampung Selatan
CM000178,6511209857,1271999333898683,Sinta Siregar,sinta.siregar6341@gmail.com,081228748628,Islam,"Jl. Ahmad Yani No.80, RT 04/RW 08, Sibolga, Sumatera Utara",Perempuan,"Sibolga, 23/01/2006",2024,MAN 5 Sibolga
CM000179,4453681800,3575931456510783,Hadi Sudirman,hadi.sudirman1358@gmail.com,089786406433,Katolik,"Jl. Raya Utama No.179, RT 05/RW 03, Madiun, Jawa Timur",Laki-laki,"Madiun, 16/09/2007",2025,SMKN Nusantara Madiun
CM000180,3851191915,5272083975280429,Yoga Permana,yoga.permana7348@gmail.com,089749663050,Islam,"Jl. Teuku Umar No.48, RT 15/RW 03, Bima, Nusa Tenggara Barat",Laki-laki,"Bima, 26/01/2006",2024,MA Negeri Al-Azhar Bima
CM000181,8959501887,7171037614588357,Krisna Purnomo,krisna.purnomo6550@gmail.com,081684761502,Islam,"Jl. Cut Nyak Dien No.109, RT 16/RW 10, Manado, Sulawesi Utara",Laki-laki,"Manado, 19/07/2005",2023,SMK Negeri Harapan Bangsa Manado
CM000182,6933023092,1872457798133760,Oscar Purnomo,oscar.purnomo8362@gmail.com,087752062218,Islam,"Jl. Pahlawan No.11, RT 04/RW 03, Metro, Lampung",Laki-laki,"Metro, 21/01/2005",2024,SMA Swasta 23 Metro
CM000183,5224367964,5203001429401024,Bella Salim,bella.salim9698@gmail.com,088193727815,Islam,"Jl. Ahmad Yani No.113, RT 09/RW 03, Sumbawa, Nusa Tenggara Barat",Perempuan,"Sumbawa, 05/05/2008",2025,SMK Negeri 18 Sumbawa
CM000184,4750942982,3277579489653238,Sigit Permana,sigit.permana9424@gmail.com,085392601580,Islam,"Jl. Raya Utama No.176, RT 19/RW 06, Cimahi, Jawa Barat",Laki-laki,"Cimahi, 10/09/2006",2025,SMA Swasta 2 Cimahi
CM000185,7710858825,1172964623774157,Maulana Mulyadi,maulana.mulyadi9682@gmail.com,083194194544,Islam,"Jl. Pahlawan No.84, RT 15/RW 04, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 06/10/2005",2024,SMA Negeri Hasanuddin Lhokseumawe
CM000186,5580467738,3171387166843380,Willy Lubis,willy.lubis1249@gmail.com,081475587967,Islam,"Jl. Ahmad Yani No.11, RT 06/RW 09, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 03/06/2004",2022,MA Negeri Diponegoro Jakarta Pusat
CM000187,5802826752,3171715266336416,Budi Wahyudi,budi.wahyudi551@gmail.com,081907450661,Islam,"Jl. Imam Bonjol No.42, RT 18/RW 06, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 17/08/2003",2022,SMA Negeri 24 Jakarta Pusat
CM000188,7121284020,1801699203062005,Irwan Azzahra,irwan.azzahra2801@gmail.com,085735704656,Islam,"Jl. Merdeka No.141, RT 09/RW 02, Lampung Selatan, Lampung",Laki-laki,"Lampung Selatan, 11/03/2008",2025,MA Swasta 11 Lampung Selatan
CM000189,2641963768,3173474343615223,Kevin Iskandar,kevin.iskandar3153@gmail.com,082138242144,Islam,"Jl. Veteran No.20, RT 11/RW 07, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 05/08/2007",2024,SMK Negeri Nusantara Jakarta Barat
CM000190,9951013466,3172370824752129,Cinta Mahendra,cinta.mahendra2701@gmail.com,087834870451,Islam,"Jl. Sultan Agung No.146, RT 07/RW 09, Jakarta Utara, DKI Jakarta",Perempuan,"Jakarta Utara, 20/08/2007",2025,SMA Negeri Islam Terpadu Jakarta Utara
CM000191,7280835406,1374955929108525,Yuni Situmorang,yuni.situmorang5968@gmail.com,082154571230,Islam,"Jl. Hayam Wuruk No.114, RT 20/RW 05, Payakumbuh, Sumatera Barat",Perempuan,"Payakumbuh, 04/12/2008",2025,SMK Negeri Al-Azhar Payakumbuh
CM000192,1695238026,6474448170768645,Galuh Ramadhani,galuh.ramadhani1932@gmail.com,082293950952,Islam,"Jl. MT. Haryono No.77, RT 10/RW 02, Bontang, Kalimantan Timur",Perempuan,"Bontang, 28/07/2003",2022,SMAN Plus Bontang
CM000193,2697246960,3274419446824601,Bagas Santoso,bagas.santoso3290@gmail.com,085594049642,Islam,"Jl. Teuku Umar No.7, RT 13/RW 02, Cirebon, Jawa Barat",Laki-laki,"Cirebon, 03/10/2008",2025,SMK Swasta Gajah Mada Cirebon
CM000194,5389522800,3202483340047241,Galih Ramadhan,galih.ramadhan5252@gmail.com,083100209426,Islam,"Jl. Sudirman No.200, RT 02/RW 10, Sukabumi, Jawa Barat",Laki-laki,"Sukabumi, 08/04/2007",2024,MAN Terpadu Sukabumi
CM000195,3469384698,6474903489240869,Irfan Azzahra,irfan.azzahra1920@gmail.com,089641383889,Islam,"Jl. Sultan Agung No.195, RT 15/RW 07, Bontang, Kalimantan Timur",Laki-laki,"Bontang, 21/09/2004",2023,SMK Negeri Al-Azhar Bontang
CM000196,3432600734,3574612807813888,Kevin Rasyid,kevin.rasyid4744@gmail.com,085358689019,Buddha,"Jl. Soekarno Hatta No.68, RT 02/RW 10, Probolinggo, Jawa Timur",Laki-laki,"Probolinggo, 15/12/2007",2024,MA Negeri Muhammadiyah Probolinggo
CM000197,3056619161,1174135206256413,Ayu Kusuma,ayu.kusuma7543@gmail.com,083871123785,Islam,"Jl. Soekarno Hatta No.111, RT 11/RW 01, Langsa, Aceh",Perempuan,"Langsa, 15/01/2006",2024,MAN Kartini Langsa
CM000198,0178730856,1273894996637098,Citra Lubis,citra.lubis3317@gmail.com,081114573256,Islam,"Jl. Imam Bonjol No.196, RT 19/RW 08, Binjai, Sumatera Utara",Perempuan,"Binjai, 12/10/2005",2024,MA Swasta 20 Binjai
CM000199,3046099609,8171878592729780,Pandu Hutapea,pandu.hutapea6315@gmail.com,085748755262,Islam,"Jl. Raya Utama No.45, RT 01/RW 04, Ambon, Maluku",Laki-laki,"Ambon, 20/01/2005",2023,SMKN 18 Ambon
CM000200,6890860988,7371532984491227,Oscar Safitri,oscar.safitri2248@gmail.com,089759859710,Islam,"Jl. Raya Utama No.53, RT 09/RW 09, Makassar, Sulawesi Selatan",Laki-laki,"Makassar, 28/05/2007",2024,MA Swasta Muhammadiyah Makassar
CM000201,4192982695,1472454048045807,Udin Gunawan,udin.gunawan9793@gmail.com,081795142416,Kristen,"Jl. Gatot Subroto No.61, RT 15/RW 09, Dumai, Riau",Laki-laki,"Dumai, 24/02/2005",2024,SMA Negeri 14 Dumai
